t u f_threshhold r_threshhold refrac_timer/refrac_t
21.475 9 15 40 1
21.48 9 15 40 1
21.485 9 15 40 1
21.49 9 15 40 1
21.495 9 15 40 1
21.5 9 15 40 1
21.505 9 15 40 1
21.51 9 15 40 1
21.515 9 15 40 1
21.52 9 15 40 1
21.525 9 15 40 1
21.53 9 15 40 1
21.535 9 15 40 1
21.54 9 15 40 1
21.545 9 15 40 1
21.55 9 15 40 1
21.555 9 15 40 1
21.56 9 15 40 1
21.565 9 15 40 1
21.57 9 15 40 1
21.575 9 15 40 1
21.58 9 15 40 1
21.585 9 15 40 1
21.59 9 15 40 1
21.595 9 15 40 1
21.6 9 15 40 1
21.605 9 15 40 1
21.61 9 15 40 1
21.615 9 15 40 1
21.62 9 15 40 1
21.625 9 15 40 1
21.63 9 15 40 1
21.635 9 15 40 1
21.64 9 15 40 1
21.645 9 15 40 1
21.65 9 15 40 1
21.655 9 15 40 1
21.66 9 15 40 1
21.665 9 15 40 1
21.67 9 15 40 1
21.675 9 15 40 1
21.68 9 15 40 1
21.685 9 15 40 1
21.69 9 15 40 1
21.695 9 15 40 1
21.7 9 15 40 1
21.705 9 15 40 1
21.71 9 15 40 1
21.715 9 15 40 1
21.72 9 15 40 1
21.725 9 15 40 1
21.73 9 15 40 1
21.735 9 15 40 1
21.74 9 15 40 1
21.745 9 15 40 1
21.75 9 15 40 1
21.755 9 15 40 1
21.76 9 15 40 1
21.765 9 15 40 1
21.77 9 15 40 1
21.775 9 15 40 1
21.78 9 15 40 1
21.785 9 15 40 1
21.79 9 15 40 1
21.795 9 15 40 1
21.8 9 15 40 1
21.805 9 15 40 1
21.81 9 15 40 1
21.815 9 15 40 1
21.82 9 15 40 1
21.825 9 15 40 1
21.83 9 15 40 1
21.835 9 15 40 1
21.84 9 15 40 1
21.845 9 15 40 1
21.85 9 15 40 1
21.855 9 15 40 1
21.86 9 15 40 1
21.865 9 15 40 1
21.87 9 15 40 1
21.875 9 15 40 1
21.88 9 15 40 1
21.885 9 15 40 1
21.89 9 15 40 1
21.895 9 15 40 1
21.9 9 15 40 1
21.905 9 15 40 1
21.91 9 15 40 1
21.915 9 15 40 1
21.92 9 15 40 1
21.925 9 15 40 1
21.93 9 15 40 1
21.935 9 15 40 1
21.94 9 15 40 1
21.945 9 15 40 1
21.95 9 15 40 1
21.955 9 15 40 1
21.96 9 15 40 1
21.965 9 15 40 1
21.97 9 15 40 1
21.975 9 15 40 1
21.98 9 15 40 1
21.985 9 15 40 1
21.99 9 15 40 1
21.995 9 15 40 1
22 9 15 40 1
22.005 9 15 40 1
22.01 9 15 40 1
22.015 9 15 40 1
22.02 9 15 40 1
22.025 9 15 40 1
22.03 9 15 40 1
22.035 9 15 40 1
22.04 9 15 40 1
22.045 9 15 40 1
22.05 9 15 40 1
22.055 9 15 40 1
22.06 9 15 40 1
22.065 9 15 40 1
22.07 9 15 40 1
22.075 9 15 40 1
22.08 9 15 40 1
22.085 9 15 40 1
22.09 9 15 40 1
22.095 9 15 40 1
22.1 9 15 40 1
22.105 9 15 40 1
22.11 9 15 40 1
22.115 9 15 40 1
22.12 9 15 40 1
22.125 9 15 40 1
22.13 9 15 40 1
22.135 9 15 40 1
22.14 9 15 40 1
22.145 9 15 40 1
22.15 9 15 40 1
22.155 9 15 40 1
22.16 9 15 40 1
22.165 9 15 40 1
22.17 9 15 40 1
22.175 9 15 40 1
22.18 9 15 40 1
22.185 9 15 40 1
22.19 9 15 40 1
22.195 9 15 40 1
22.2 9 15 40 1
22.205 9 15 40 1
22.21 9 15 40 1
22.215 9 15 40 1
22.22 9 15 40 1
22.225 9 15 40 1
22.23 9 15 40 1
22.235 9 15 40 1
22.24 9 15 40 1
22.245 9 15 40 1
22.25 9 15 40 1
22.255 9 15 40 1
22.26 9 15 40 1
22.265 9 15 40 1
22.27 9 15 40 1
22.275 9 15 40 1
22.28 9 15 40 1
22.285 9 15 40 1
22.29 9 15 40 1
22.295 9 15 40 1
22.3 9 15 40 1
22.305 9 15 40 1
22.31 9 15 40 1
22.315 9 15 40 1
22.32 9 15 40 1
22.325 9 15 40 1
22.33 9 15 40 1
22.335 9 15 40 1
22.34 9 15 40 1
22.345 9 15 40 1
22.35 9 15 40 1
22.355 9 15 40 1
22.36 9 15 40 1
22.365 9 15 40 1
22.37 9 15 40 1
22.375 9 15 40 1
22.38 9 15 40 1
22.385 9 15 40 1
22.39 9 15 40 1
22.395 9 15 40 1
22.4 9 15 40 1
22.405 9 15 40 1
22.41 9 15 40 1
22.415 9 15 40 1
22.42 9 15 40 1
22.425 9 15 40 1
22.43 9 15 40 1
22.435 9 15 40 1
22.44 9 15 40 1
22.445 9 15 40 1
22.45 9 15 40 1
22.455 9 15 40 1
22.46 9 15 40 1
22.465 9 15 40 1
22.47 9 15 40 1
22.475 9 15 40 1
22.48 9 15 40 1
22.485 9 15 40 1
22.49 9 15 40 1
22.495 9 15 40 1
22.5 9 15 40 1
22.505 9 15 40 1
22.51 9 15 40 1
22.515 9 15 40 1
22.52 9 15 40 1
22.525 9 15 40 1
22.53 9 15 40 1
22.535 9 15 40 1
22.54 9 15 40 1
22.545 9 15 40 1
22.55 9 15 40 1
22.555 9 15 40 1
22.56 9 15 40 1
22.565 9 15 40 1
22.57 9 15 40 1
22.575 9 15 40 1
22.58 9 15 40 1
22.585 9 15 40 1
22.59 9 15 40 1
22.595 9 15 40 1
22.6 9 15 40 1
22.605 9 15 40 1
22.61 9 15 40 1
22.615 9 15 40 1
22.62 9 15 40 1
22.625 9 15 40 1
22.63 9 15 40 1
22.635 9 15 40 1
22.64 9 15 40 1
22.645 9 15 40 1
22.65 9 15 40 1
22.655 9 15 40 1
22.66 9 15 40 1
22.665 9 15 40 1
22.67 9 15 40 1
22.675 9 15 40 1
22.68 9 15 40 1
22.685 9 15 40 1
22.69 9 15 40 1
22.695 9 15 40 1
22.7 9 15 40 1
22.705 9 15 40 1
22.71 9 15 40 1
22.715 9 15 40 1
22.72 9 15 40 1
22.725 9 15 40 1
22.73 9 15 40 1
22.735 9 15 40 1
22.74 9 15 40 1
22.745 9 15 40 1
22.75 9 15 40 1
22.755 9 15 40 1
22.76 9 15 40 1
22.765 9 15 40 1
22.77 9 15 40 1
22.775 9 15 40 1
22.78 9 15 40 1
22.785 9 15 40 1
22.79 9 15 40 1
22.795 9 15 40 1
22.8 9 15 40 1
22.805 9 15 40 1
22.81 9 15 40 1
22.815 9 15 40 1
22.82 9 15 40 1
22.825 9 15 40 1
22.83 9 15 40 1
22.835 9 15 40 1
22.84 9 15 40 1
22.845 9 15 40 1
22.85 9 15 40 1
22.855 9 15 40 1
22.86 9 15 40 1
22.865 9 15 40 1
22.87 9 15 40 1
22.875 9 15 40 1
22.88 9 15 40 1
22.885 9 15 40 1
22.89 9 15 40 1
22.895 9 15 40 1
22.9 9 15 40 1
22.905 9 15 40 1
22.91 9 15 40 1
22.915 9 15 40 1
22.92 9 15 40 1
22.925 9 15 40 1
22.93 9 15 40 1
22.935 9 15 40 1
22.94 9 15 40 1
22.945 9 15 40 1
22.95 9 15 40 1
22.955 9 15 40 1
22.96 9 15 40 1
22.965 9 15 40 1
22.97 9 15 40 1
22.975 9 15 40 1
22.98 9 15 40 1
22.985 9 15 40 1
22.99 9 15 40 1
22.995 9 15 40 1
23 9 15 40 1
23.005 9 15 40 1
23.01 9 15 40 1
23.015 9 15 40 1
23.02 9 15 40 1
23.025 9 15 40 1
23.03 9 15 40 1
23.035 9 15 40 1
23.04 9 15 40 1
23.045 9 15 40 1
23.05 9 15 40 1
23.055 9 15 40 1
23.06 9 15 40 1
23.065 9 15 40 1
23.07 9 15 40 1
23.075 9 15 40 1
23.08 9 15 40 1
23.085 9 15 40 1
23.09 9 15 40 1
23.095 9 15 40 1
23.1 9 15 40 1
23.105 9 15 40 1
23.11 9 15 40 1
23.115 9 15 40 1
23.12 9 15 40 1
23.125 9 15 40 1
23.13 9 15 40 1
23.135 9 15 40 1
23.14 9 15 40 1
23.145 9 15 40 1
23.15 9 15 40 1
23.155 9 15 40 1
23.16 9 15 40 1
23.165 9 15 40 1
23.17 9 15 40 1
23.175 9 15 40 1
23.18 9 15 40 1
23.185 9 15 40 1
23.19 9 15 40 1
23.195 9 15 40 1
23.2 9 15 40 1
23.205 9 15 40 1
23.21 9 15 40 1
23.215 9 15 40 1
23.22 9 15 40 1
23.225 9 15 40 1
23.23 9 15 40 1
23.235 9 15 40 1
23.24 9 15 40 1
23.245 9 15 40 1
23.25 9 15 40 1
23.255 9 15 40 1
23.26 9 15 40 1
23.265 9 15 40 1
23.27 9 15 40 1
23.275 9 15 40 1
23.28 9 15 40 1
23.285 9 15 40 1
23.29 9 15 40 1
23.295 9 15 40 1
23.3 9 15 40 1
23.305 9 15 40 1
23.31 9 15 40 1
23.315 9 15 40 1
23.32 9 15 40 1
23.325 9 15 40 1
23.33 9 15 40 1
23.335 9 15 40 1
23.34 9 15 40 1
23.345 9 15 40 1
23.35 9 15 40 1
23.355 9 15 40 1
23.36 9 15 40 1
23.365 9 15 40 1
23.37 9 15 40 1
23.375 9 15 40 1
23.38 9 15 40 1
23.385 9 15 40 1
23.39 9 15 40 1
23.395 9 15 40 1
23.4 9 15 40 1
23.405 9 15 40 1
23.41 9 15 40 1
23.415 9 15 40 1
23.42 9 15 40 1
23.425 9 15 40 1
23.43 9 15 40 1
23.435 9 15 40 1
23.44 9 15 40 1
23.445 9 15 40 1
23.45 9 15 40 1
23.455 9 15 40 1
23.46 9 15 40 1
23.465 9 15 40 1
23.47 9 15 40 1
23.475 9 15 40 1
23.48 9 15 40 1
23.485 9 15 40 1
23.49 9 15 40 1
23.495 9 15 40 1
23.5 9 15 40 1
23.505 9 15 40 1
23.51 9 15 40 1
23.515 9 15 40 1
23.52 9 15 40 1
23.525 9 15 40 1
23.53 9 15 40 1
23.535 9 15 40 1
23.54 9 15 40 1
23.545 9 15 40 1
23.55 9 15 40 1
23.555 9 15 40 1
23.56 9 15 40 1
23.565 9 15 40 1
23.57 9 15 40 1
23.575 9 15 40 1
23.58 9 15 40 1
23.585 9 15 40 1
23.59 9 15 40 1
23.595 9 15 40 1
23.6 9 15 40 1
23.605 9 15 40 1
23.61 9 15 40 1
23.615 9 15 40 1
23.62 9 15 40 1
23.625 9 15 40 1
23.63 9 15 40 1
23.635 9 15 40 1
23.64 9 15 40 1
23.645 9 15 40 1
23.65 9 15 40 1
23.655 9 15 40 1
23.66 9 15 40 1
23.665 9 15 40 1
23.67 9 15 40 1
23.675 9 15 40 1
23.68 9 15 40 1
23.685 9 15 40 1
23.69 9 15 40 1
23.695 9 15 40 1
23.7 9 15 40 1
23.705 9 15 40 1
23.71 9 15 40 1
23.715 9 15 40 1
23.72 9 15 40 1
23.725 9 15 40 1
23.73 9 15 40 1
23.735 9 15 40 1
23.74 9 15 40 1
23.745 9 15 40 1
23.75 9 15 40 1
23.755 9 15 40 1
23.76 9 15 40 1
23.765 9 15 40 1
23.77 9 15 40 1
23.775 9 15 40 1
23.78 9 15 40 1
23.785 9 15 40 1
23.79 9 15 40 1
23.795 9 15 40 1
23.8 9 15 40 1
23.805 9 15 40 1
23.81 9 15 40 1
23.815 9 15 40 1
23.82 9 15 40 1
23.825 9 15 40 1
23.83 9 15 40 1
23.835 9 15 40 1
23.84 9 15 40 1
23.845 9 15 40 1
23.85 9 15 40 1
23.855 9 15 40 1
23.86 9 15 40 1
23.865 9 15 40 1
23.87 9 15 40 1
23.875 9 15 40 1
23.88 9 15 40 1
23.885 9 15 40 1
23.89 9 15 40 1
23.895 9 15 40 1
23.9 9 15 40 1
23.905 9 15 40 1
23.91 9 15 40 1
23.915 9 15 40 1
23.92 9 15 40 1
23.925 9 15 40 1
23.93 9 15 40 1
23.935 9 15 40 1
23.94 9 15 40 1
23.945 9 15 40 1
23.95 9 15 40 1
23.955 9 15 40 1
23.96 9 15 40 1
23.965 9 15 40 1
23.97 9 15 40 1
23.975 9 15 40 1
23.98 9 15 40 1
23.985 9 15 40 1
23.99 9 15 40 1
23.995 9 15 40 1
24 9 15 40 1
24.005 9 15 40 1
24.01 9 15 40 1
24.015 9 15 40 1
24.02 9 15 40 1
24.025 9 15 40 1
24.03 9 15 40 1
24.035 9 15 40 1
24.04 9 15 40 1
24.045 9 15 40 1
24.05 9 15 40 1
24.055 9 15 40 1
24.06 9 15 40 1
24.065 9 15 40 1
24.07 9 15 40 1
24.075 9 15 40 1
24.08 9 15 40 1
24.085 9 15 40 1
24.09 9 15 40 1
24.095 9 15 40 1
24.1 9 15 40 1
24.105 9 15 40 1
24.11 9 15 40 1
24.115 9 15 40 1
24.12 9 15 40 1
24.125 9 15 40 1
24.13 9 15 40 1
24.135 9 15 40 1
24.14 9 15 40 1
24.145 9 15 40 1
24.15 9 15 40 1
24.155 9 15 40 1
24.16 9 15 40 1
24.165 9 15 40 1
24.17 9 15 40 1
24.175 9 15 40 1
24.18 9 15 40 1
24.185 9 15 40 1
24.19 9 15 40 1
24.195 9 15 40 1
24.2 9 15 40 1
24.205 9 15 40 1
24.21 9 15 40 1
24.215 9 15 40 1
24.22 9 15 40 1
24.225 9 15 40 1
24.23 9 15 40 1
24.235 9 15 40 1
24.24 9 15 40 1
24.245 9 15 40 1
24.25 9 15 40 1
24.255 9 15 40 1
24.26 9 15 40 1
24.265 9 15 40 1
24.27 9 15 40 1
24.275 9 15 40 1
24.28 9 15 40 1
24.285 9 15 40 1
24.29 9 15 40 1
24.295 9 15 40 1
24.3 9 15 40 1
24.305 9 15 40 1
24.31 9 15 40 1
24.315 9 15 40 1
24.32 9 15 40 1
24.325 9 15 40 1
24.33 9 15 40 1
24.335 9 15 40 1
24.34 9 15 40 1
24.345 9 15 40 1
24.35 9 15 40 1
24.355 9 15 40 1
24.36 9 15 40 1
24.365 9 15 40 1
24.37 9 15 40 1
24.375 9 15 40 1
24.38 9 15 40 1
24.385 9 15 40 1
24.39 9 15 40 1
24.395 9 15 40 1
24.4 9 15 40 1
24.405 9 15 40 1
24.41 9 15 40 1
24.415 9 15 40 1
24.42 9 15 40 1
24.425 9 15 40 1
24.43 9 15 40 1
24.435 9 15 40 1
24.44 9 15 40 1
24.445 9 15 40 1
24.45 9 15 40 1
24.455 9 15 40 1
24.46 9 15 40 1
24.465 9 15 40 1
24.47 9 15 40 1
24.475 9 15 40 1
24.48 9 15 40 1
24.485 9 15 40 1
24.49 9 15 40 1
24.495 9 15 40 1
24.5 9 15 40 1
24.505 9 15 40 1
24.51 9 15 40 1
24.515 9 15 40 1
24.52 9 15 40 1
24.525 9 15 40 1
24.53 9 15 40 1
24.535 9 15 40 1
24.54 9 15 40 1
24.545 9 15 40 1
24.55 9 15 40 1
24.555 9 15 40 1
24.56 9 15 40 1
24.565 9 15 40 1
24.57 9 15 40 1
24.575 9 15 40 1
24.58 9 15 40 1
24.585 9 15 40 1
24.59 9 15 40 1
24.595 9 15 40 1
24.6 9 15 40 1
24.605 9 15 40 1
24.61 9 15 40 1
24.615 9 15 40 1
24.62 9 15 40 1
24.625 9 15 40 1
24.63 9 15 40 1
24.635 9 15 40 1
24.64 9 15 40 1
24.645 9 15 40 1
24.65 9 15 40 1
24.655 9 15 40 1
24.66 9 15 40 1
24.665 9 15 40 1
24.67 9 15 40 1
24.675 9 15 40 1
24.68 9 15 40 1
24.685 9 15 40 1
24.69 9 15 40 1
24.695 9 15 40 1
24.7 9 15 40 1
24.705 9 15 40 1
24.71 9 15 40 1
24.715 9 15 40 1
24.72 9 15 40 1
24.725 9 15 40 1
24.73 9 15 40 1
24.735 9 15 40 1
24.74 9 15 40 1
24.745 9 15 40 1
24.75 9 15 40 1
24.755 9 15 40 1
24.76 9 15 40 1
24.765 9 15 40 1
24.77 9 15 40 1
24.775 9 15 40 1
24.78 9 15 40 1
24.785 9 15 40 1
24.79 9 15 40 1
24.795 9 15 40 1
24.8 9 15 40 1
24.805 9 15 40 1
24.81 9 15 40 1
24.815 9 15 40 1
24.82 9 15 40 1
24.825 9 15 40 1
24.83 9 15 40 1
24.835 9 15 40 1
24.84 9 15 40 1
24.845 9 15 40 1
24.85 9 15 40 1
24.855 9 15 40 1
24.86 9 15 40 1
24.865 9 15 40 1
24.87 9 15 40 1
24.875 9 15 40 1
24.88 9 15 40 1
24.885 9 15 40 1
24.89 9 15 40 1
24.895 9 15 40 1
24.9 9 15 40 1
24.905 9 15 40 1
24.91 9 15 40 1
24.915 9 15 40 1
24.92 9 15 40 1
24.925 9 15 40 1
24.93 9 15 40 1
24.935 9 15 40 1
24.94 9 15 40 1
24.945 9 15 40 1
24.95 9 15 40 1
24.955 9 15 40 1
24.96 9 15 40 1
24.965 9 15 40 1
24.97 9 15 40 1
24.975 9 15 40 1
24.98 9 15 40 1
24.985 9 15 40 1
24.99 9 15 40 1
24.995 9 15 40 1
25 9 15 40 1
25.005 9 15 40 1
25.01 9 15 40 1
25.015 9 15 40 1
25.02 9 15 40 1
25.025 9 15 40 1
25.03 9 15 40 1
25.035 9 15 40 1
25.04 9 15 40 1
25.045 9 15 40 1
25.05 9 15 40 1
25.055 9 15 40 1
25.06 9 15 40 1
25.065 9 15 40 1
25.07 9 15 40 1
25.075 9 15 40 1
25.08 9 15 40 1
25.085 9 15 40 1
25.09 9 15 40 1
25.095 9 15 40 1
25.1 9 15 40 1
25.105 9 15 40 1
25.11 9 15 40 1
25.115 9 15 40 1
25.12 9 15 40 1
25.125 9 15 40 1
25.13 9 15 40 1
25.135 9 15 40 1
25.14 9 15 40 1
25.145 9 15 40 1
25.15 9 15 40 1
25.155 9 15 40 1
25.16 9 15 40 1
25.165 9 15 40 1
25.17 9 15 40 1
25.175 9 15 40 1
25.18 9 15 40 1
25.185 9 15 40 1
25.19 9 15 40 1
25.195 9 15 40 1
25.2 9 15 40 1
25.205 9 15 40 1
25.21 9 15 40 1
25.215 9 15 40 1
25.22 9 15 40 1
25.225 9 15 40 1
25.23 9 15 40 1
25.235 9 15 40 1
25.24 9 15 40 1
25.245 9 15 40 1
25.25 9 15 40 1
25.255 9 15 40 1
25.26 9 15 40 1
25.265 9 15 40 1
25.27 9 15 40 1
25.275 9 15 40 1
25.28 9 15 40 1
25.285 9 15 40 1
25.29 9 15 40 1
25.295 9 15 40 1
25.3 9 15 40 1
25.305 9 15 40 1
25.31 9 15 40 1
25.315 9 15 40 1
25.32 9 15 40 1
25.325 9 15 40 1
25.33 9 15 40 1
25.335 9 15 40 1
25.34 9 15 40 1
25.345 9 15 40 1
25.35 9 15 40 1
25.355 9 15 40 1
25.36 9 15 40 1
25.365 9 15 40 1
25.37 9 15 40 1
25.375 9 15 40 1
25.38 9 15 40 1
25.385 9 15 40 1
25.39 9 15 40 1
25.395 9 15 40 1
25.4 9 15 40 1
25.405 9 15 40 1
25.41 9 15 40 1
25.415 9 15 40 1
25.42 9 15 40 1
25.425 9 15 40 1
25.43 9 15 40 1
25.435 9 15 40 1
25.44 9 15 40 1
25.445 9 15 40 1
25.45 9 15 40 1
25.455 9 15 40 1
25.46 9 15 40 1
25.465 9 15 40 1
25.47 9 15 40 1
25.475 9 15 40 1
25.48 9 15 40 1
25.485 9 15 40 1
25.49 9 15 40 1
25.495 9 15 40 1
25.5 9 15 40 1
25.505 9 15 40 1
25.51 9 15 40 1
25.515 9 15 40 1
25.52 9 15 40 1
25.525 9 15 40 1
25.53 9 15 40 1
25.535 9 15 40 1
25.54 9 15 40 1
25.545 9 15 40 1
25.55 9 15 40 1
25.555 9 15 40 1
25.56 9 15 40 1
25.565 9 15 40 1
25.57 9 15 40 1
25.575 9 15 40 1
25.58 9 15 40 1
25.585 9 15 40 1
25.59 9 15 40 1
25.595 9 15 40 1
25.6 9 15 40 1
25.605 9 15 40 1
25.61 9 15 40 1
25.615 9 15 40 1
25.62 9 15 40 1
25.625 9 15 40 1
25.63 9 15 40 1
25.635 9 15 40 1
25.64 9 15 40 1
25.645 9 15 40 1
25.65 9 15 40 1
25.655 9 15 40 1
25.66 9 15 40 1
25.665 9 15 40 1
25.67 9 15 40 1
25.675 9 15 40 1
25.68 9 15 40 1
25.685 9 15 40 1
25.69 9 15 40 1
25.695 9 15 40 1
25.7 9 15 40 1
25.705 9 15 40 1
25.71 9 15 40 1
25.715 9 15 40 1
25.72 9 15 40 1
25.725 9 15 40 1
25.73 9 15 40 1
25.735 9 15 40 1
25.74 9 15 40 1
25.745 9 15 40 1
25.75 9 15 40 1
25.755 9 15 40 1
25.76 9 15 40 1
25.765 9 15 40 1
25.77 9 15 40 1
25.775 9 15 40 1
25.78 9 15 40 1
25.785 9 15 40 1
25.79 9 15 40 1
25.795 9 15 40 1
25.8 9 15 40 1
25.805 9 15 40 1
25.81 9 15 40 1
25.815 9 15 40 1
25.82 9 15 40 1
25.825 9 15 40 1
25.83 9 15 40 1
25.835 9 15 40 1
25.84 9 15 40 1
25.845 9 15 40 1
25.85 9 15 40 1
25.855 9 15 40 1
25.86 9 15 40 1
25.865 9 15 40 1
25.87 9 15 40 1
25.875 9 15 40 1
25.88 9 15 40 1
25.885 9 15 40 1
25.89 9 15 40 1
25.895 9 15 40 1
25.9 9 15 40 1
25.905 9 15 40 1
25.91 9 15 40 1
25.915 9 15 40 1
25.92 9 15 40 1
25.925 9 15 40 1
25.93 9 15 40 1
25.935 9 15 40 1
25.94 9 15 40 1
25.945 9 15 40 1
25.95 9 15 40 1
25.955 9 15 40 1
25.96 9 15 40 1
25.965 9 15 40 1
25.97 9 15 40 1
25.975 9 15 40 1
25.98 9 15 40 1
25.985 9 15 40 1
25.99 9 15 40 1
25.995 9 15 40 1
26 9 15 40 1
26.005 9 15 40 1
26.01 9 15 40 1
26.015 9 15 40 1
26.02 9 15 40 1
26.025 9 15 40 1
26.03 9 15 40 1
26.035 9 15 40 1
26.04 9 15 40 1
26.045 9 15 40 1
26.05 9 15 40 1
26.055 9 15 40 1
26.06 9 15 40 1
26.065 9 15 40 1
26.07 9 15 40 1
26.075 9 15 40 1
26.08 9 15 40 1
26.085 9 15 40 1
26.09 9 15 40 1
26.095 9 15 40 1
26.1 9 15 40 1
26.105 9 15 40 1
26.11 9 15 40 1
26.115 9 15 40 1
26.12 9 15 40 1
26.125 9 15 40 1
26.13 9 15 40 1
26.135 9 15 40 1
26.14 9 15 40 1
26.145 9 15 40 1
26.15 9 15 40 1
26.155 9 15 40 1
26.16 9 15 40 1
26.165 9 15 40 1
26.17 9 15 40 1
26.175 9 15 40 1
26.18 9 15 40 1
26.185 9 15 40 1
26.19 9 15 40 1
26.195 9 15 40 1
26.2 9 15 40 1
26.205 9 15 40 1
26.21 9 15 40 1
26.215 9 15 40 1
26.22 9 15 40 1
26.225 9 15 40 1
26.23 9 15 40 1
26.235 9 15 40 1
26.24 9 15 40 1
26.245 9 15 40 1
26.25 9 15 40 1
26.255 9 15 40 1
26.26 9 15 40 1
26.265 9 15 40 1
26.27 9 15 40 1
26.275 9 15 40 1
26.28 9 15 40 1
26.285 9 15 40 1
26.29 9 15 40 1
26.295 9 15 40 1
26.3 9 15 40 1
26.305 9 15 40 1
26.31 9 15 40 1
26.315 9 15 40 1
26.32 9 15 40 1
26.325 9 15 40 1
26.33 9 15 40 1
26.335 9 15 40 1
26.34 9 15 40 1
26.345 9 15 40 1
26.35 9 15 40 1
26.355 9 15 40 1
26.36 9 15 40 1
26.365 9 15 40 1
26.37 9 15 40 1
26.375 9 15 40 1
26.38 9 15 40 1
26.385 9 15 40 1
26.39 9 15 40 1
26.395 9 15 40 1
26.4 9 15 40 1
26.405 9 15 40 1
26.41 9 15 40 1
26.415 9 15 40 1
26.42 9 15 40 1
26.425 9 15 40 1
26.43 9 15 40 1
26.435 9 15 40 1
26.44 9 15 40 1
26.445 9 15 40 1
26.45 9 15 40 1
26.455 9 15 40 1
26.46 9 15 40 1
26.465 9 15 40 1
26.47 9 15 40 1
26.475 9 15 40 1
26.48 9 15 40 1
26.485 9 15 40 1
26.49 9 15 40 1
26.495 9 15 40 1
26.5 9 15 40 1
26.505 9 15 40 1
26.51 9 15 40 1
26.515 9 15 40 1
26.52 9 15 40 1
26.525 9 15 40 1
26.53 9 15 40 1
26.535 9 15 40 1
26.54 9 15 40 1
26.545 9 15 40 1
26.55 9 15 40 1
26.555 9 15 40 1
26.56 9 15 40 1
26.565 9 15 40 1
26.57 9 15 40 1
26.575 9 15 40 1
26.58 9 15 40 1
26.585 9 15 40 1
26.59 9 15 40 1
26.595 9 15 40 1
26.6 9 15 40 1
26.605 9 15 40 1
26.61 9 15 40 1
26.615 9 15 40 1
26.62 9 15 40 1
26.625 9 15 40 1
26.63 9 15 40 1
26.635 9 15 40 1
26.64 9 15 40 1
26.645 9 15 40 1
26.65 9 15 40 1
26.655 9 15 40 1
26.66 9 15 40 1
26.665 9 15 40 1
26.67 9 15 40 1
26.675 9 15 40 1
26.68 9 15 40 1
26.685 9 15 40 1
26.69 9 15 40 1
26.695 9 15 40 1
26.7 9 15 40 1
26.705 9 15 40 1
26.71 9 15 40 1
26.715 9 15 40 1
26.72 9 15 40 1
26.725 9 15 40 1
26.73 9 15 40 1
26.735 9 15 40 1
26.74 9 15 40 1
26.745 9 15 40 1
26.75 9 15 40 1
26.755 9 15 40 1
26.76 9 15 40 1
26.765 9 15 40 1
26.77 9 15 40 1
26.775 9 15 40 1
26.78 9 15 40 1
26.785 9 15 40 1
26.79 9 15 40 1
26.795 9 15 40 1
26.8 9 15 40 1
26.805 9 15 40 1
26.81 9 15 40 1
26.815 9 15 40 1
26.82 9 15 40 1
26.825 9 15 40 1
26.83 9 15 40 1
26.835 9 15 40 1
26.84 9 15 40 1
26.845 9 15 40 1
26.85 9 15 40 1
26.855 9 15 40 1
26.86 9 15 40 1
26.865 9 15 40 1
26.87 9 15 40 1
26.875 9 15 40 1
26.88 9 15 40 1
26.885 9 15 40 1
26.89 9 15 40 1
26.895 9 15 40 1
26.9 9 15 40 1
26.905 9 15 40 1
26.91 9 15 40 1
26.915 9 15 40 1
26.92 9 15 40 1
26.925 9 15 40 1
26.93 9 15 40 1
26.935 9 15 40 1
26.94 9 15 40 1
26.945 9 15 40 1
26.95 9 15 40 1
26.955 9 15 40 1
26.96 9 15 40 1
26.965 9 15 40 1
26.97 9 15 40 1
26.975 9 15 40 1
26.98 9 15 40 1
26.985 9 15 40 1
26.99 9 15 40 1
26.995 9 15 40 1
27 9 15 40 1
27.005 9 15 40 1
27.01 9 15 40 1
27.015 9 15 40 1
27.02 9 15 40 1
27.025 9 15 40 1
27.03 9 15 40 1
27.035 9 15 40 1
27.04 9 15 40 1
27.045 9 15 40 1
27.05 9 15 40 1
27.055 9 15 40 1
27.06 9 15 40 1
27.065 9 15 40 1
27.07 9 15 40 1
27.075 9 15 40 1
27.08 9 15 40 1
27.085 9 15 40 1
27.09 9 15 40 1
27.095 9 15 40 1
27.1 9 15 40 1
27.105 9 15 40 1
27.11 9 15 40 1
27.115 9 15 40 1
27.12 9 15 40 1
27.125 9 15 40 1
27.13 9 15 40 1
27.135 9 15 40 1
27.14 9 15 40 1
27.145 9 15 40 1
27.15 9 15 40 1
27.155 9 15 40 1
27.16 9 15 40 1
27.165 9 15 40 1
27.17 9 15 40 1
27.175 9 15 40 1
27.18 9 15 40 1
27.185 9 15 40 1
27.19 9 15 40 1
27.195 9 15 40 1
27.2 9 15 40 1
27.205 9 15 40 1
27.21 9 15 40 1
27.215 9 15 40 1
27.22 9 15 40 1
27.225 9 15 40 1
27.23 9 15 40 1
27.235 9 15 40 1
27.24 9 15 40 1
27.245 9 15 40 1
27.25 9 15 40 1
27.255 9 15 40 1
27.26 9 15 40 1
27.265 9 15 40 1
27.27 9 15 40 1
27.275 9 15 40 1
27.28 9 15 40 1
27.285 9 15 40 1
27.29 9 15 40 1
27.295 9 15 40 1
